CódigodoMunicípio,Município,Estado,AnodeReferência,Tipodeserviço,Naturezajurídica,POP_TOTAL,POP_TOTAL_ESGOTO,POP_TOTAL_AGUA,REGIAO,DIF_AG_2011_2020,DIF_ES_2011_2020,INV_TOTAL,INV_TOTAL_AG,INV_TOTAL_ES,INV_TOTAL_PCP,INV_TOTAL_AG_PCP,INV_TOTAL_ES_PCP,latitude,longitude,COD_IBGE,IDHM,IDHM_RENDA,IDHM_EDUCACAO,IDHM_LONGEVIDADE
110001,Alta Floresta D Oeste,RO,2020,Água         ,Autarquia,22728.0,,10716.0,N,0.08821336340317842,,209727.38841982657,161592.15860278934,0.0,0.611502991904259,0.17263199577613517,0.0,-119.283,-619.953,110001,0.641,0.763,0.526,0.657
110002,Ariquemes,RO,2020,Água e Esgoto,Empresa privada,109523.0,2280.0,92761.0,N,0.4900363163160198,,72901315.06470968,60388264.92529032,6761809.887429842,57.85593245254422,51.038527980424206,0.5127616117162606,-990.571,-630.325,110002,0.702,0.806,0.6,0.716
110003,Cabixi,RO,2020,Água         ,Sociedade de economia mista com administração pública,5188.0,,2332.0,N,0.20227170958366328,,29690.755370024173,0.0,0.0,1.8222089437162685,0.0,0.0,-134.945,-60.552,110003,0.65,0.757,0.559,0.65
110004,Cacoal,RO,2020,Água e Esgoto,Autarquia,85893.0,46252.0,67689.0,N,7.330995854926137e-06,0.07621870142079429,15025630.748024607,10672979.468024608,4279910.45,52.40730641612238,1.7320327616918723,49.828396376887525,-114.343,-614.562,110004,0.718,0.821,0.62,0.727
110005,Cerejeiras,RO,2020,Esgotos      ,Administração pública direta,16204.0,13821.0,,N,,,17070419.609297544,0.0,15600648.452018647,,,,-13.187,-608.168,110005,0.692,0.799,0.602,0.688
110005,Cerejeiras,RO,2020,Água         ,Sociedade de economia mista com administração pública,16204.0,,10284.0,N,,,17070419.609297544,0.0,15600648.452018647,3.2405541841520615,0.0,0.0,-13.187,-608.168,110005,0.692,0.799,0.602,0.688
110006,Colorado do Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,15544.0,,14207.0,N,0.2266156164506743,,3397333.380137626,1739667.6817334702,0.0,1.9898520329387543,0.0,0.0,-131.174,-605.454,110006,0.685,0.814,0.584,0.676
110007,Corumbiara,RO,2020,Água         ,Sociedade de economia mista com administração pública,7220.0,,2009.0,N,0.140762068904817,,586225.15936,586225.15936,0.0,0.0,0.0,0.0,-129.551,-608.947,110007,0.613,0.774,0.473,0.63
110008,Costa Marques,RO,2020,Água         ,Sociedade de economia mista com administração pública,18798.0,,3222.0,N,0.011093147573730894,,4252641.489515994,2337270.459863173,0.0,0.0,0.0,0.0,-124.367,-64.228,110008,0.611,0.751,0.493,0.616
110009,Espigão D Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,32695.0,,14634.0,N,0.13885263919974006,,8282232.835533012,0.0,6773489.554251084,1.2182342865881632,0.0,0.0,-115.266,-610.252,110009,0.672,0.819,0.536,0.691
110009,Espigão D Oeste,RO,2020,Esgotos      ,Administração pública direta,32695.0,935.0,,N,,,8282232.835533012,0.0,6773489.554251084,,,,-115.266,-610.252,110009,0.672,0.819,0.536,0.691
110010,Guajará-Mirim,RO,2020,Água e Esgoto,Sociedade de economia mista com administração pública,46556.0,3214.0,17897.0,N,-0.05973156697459919,0.013471635921209361,21554718.827411115,59851.082117382364,15484501.44406782,0.7824381390153794,0.0,0.0,-107.889,-653.296,110010,0.657,0.823,0.519,0.663
110011,Jaru,RO,2020,Água         ,Sociedade de economia mista com administração pública,51620.0,,27310.0,N,0.22286957937420415,,51448704.47050248,36004083.820741,3807709.027327449,3.0835757458349478,0.0,0.0,-104.318,-624.788,110011,0.689,0.825,0.577,0.687
110012,Ji-Paraná,RO,2020,Água e Esgoto,Sociedade de economia mista com administração pública,130009.0,1539.0,81445.0,N,0.11340737249355082,,119272647.84950817,91343351.05303846,8864647.998988148,28.530266058503646,0.0,22.184133867655316,-108.777,-619.322,110012,0.714,0.81,0.617,0.728
110013,Machadinho D Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,40867.0,,11255.0,N,-0.027615183810972666,,3459887.9323068154,2514268.772935177,0.0,0.11483250544449065,0.0,0.0,-944.363,-619.818,110013,0.596,0.755,0.446,0.629
110014,Nova Brasilândia D Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,20489.0,,7580.0,N,0.03564892151420229,,23432936.070901956,0.0,23062819.803651955,1.9417999902386647,0.0,0.0,-117.247,-623.127,110014,0.643,0.763,0.524,0.664
110014,Nova Brasilândia D Oeste,RO,2020,Esgotos      ,Administração pública direta,20489.0,1900.0,,N,,,23432936.070901956,0.0,23062819.803651955,,,,-117.247,-623.127,110014,0.643,0.763,0.524,0.664
110015,Ouro Preto do Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,35737.0,,23942.0,N,0.12199489620702242,,2164021.909779801,75064.63140615348,0.0,0.2631001483056776,0.0,0.0,-107.167,-622.565,110015,0.682,0.812,0.569,0.687
110018,Pimenta Bueno,RO,2020,Água e Esgoto,Empresa privada,36881.0,2201.0,32078.0,N,0.0748849653302438,,12710246.816931898,10027568.436306173,1965930.4974674012,16.59285811122258,12.89824923402294,0.0,-11.672,-61.198,110018,0.71,0.803,0.613,0.726
110020,Porto Velho,RO,2020,Água e Esgoto,Sociedade de economia mista com administração pública,539354.0,31725.0,177267.0,N,-0.01900701907117014,0.03167983066094193,308909446.5734314,213446838.14755744,37953917.518619485,5.730824931306712,0.0,0.0,-876.077,-638.999,110020,0.736,0.819,0.638,0.764
110025,Presidente Médici,RO,2020,Esgotos      ,Administração pública direta,18571.0,5523.0,,N,,,13801021.823953588,1549449.9365216023,10617172.528560907,,,,-11.169,-618.986,110025,0.664,0.792,0.55,0.671
110025,Presidente Médici,RO,2020,Água         ,Sociedade de economia mista com administração pública,18571.0,,11858.0,N,,,13801021.823953588,1549449.9365216023,10617172.528560907,5.915762209897151,4.7385708900974635,0.0,-11.169,-618.986,110025,0.664,0.792,0.55,0.671
110026,Rio Crespo,RO,2020,Água         ,Sociedade de economia mista com administração pública,3804.0,,523.0,N,0.008377471601604763,,654872.0857488132,641183.76805,0.0,0.0,0.0,0.0,-969.965,-629.011,110026,0.643,0.813,0.513,0.637
110028,Rolim de Moura,RO,2020,Água e Esgoto,Empresa privada,55407.0,1297.0,45322.0,N,0.26638109473281035,,16510177.992881155,13673573.363610629,482439.47446862917,24.00877307921382,24.00226794448355,0.0,-117.271,-617.714,110028,0.7,0.808,0.598,0.709
110029,Santa Luzia D Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,6216.0,,3194.0,N,0.2555960382072389,,1292710.3385319998,1135811.24626,0.0,5.125333011583011,0.0,0.0,-119.074,-617.777,110029,0.67,0.812,0.564,0.657
110030,Vilhena,RO,2020,Água         ,Autarquia,102211.0,,102211.0,N,0.010457164119737739,,4548619.290445643,2672796.2893922897,0.0,14.271861052137245,11.441692968467189,0.0,-127.502,-601.488,110030,0.731,0.808,0.659,0.734
110032,São Miguel do Guaporé,RO,2020,Água         ,Sociedade de economia mista com administração pública,23077.0,,4425.0,N,0.07661612805517228,,57214.83227137133,0.0,0.0,1.3690960696797678,0.0,0.0,-116.953,-627.192,110032,0.646,0.781,0.537,0.644
110033,Nova Mamoré,RO,2020,Água         ,Sociedade de economia mista com administração pública,31392.0,,2801.0,N,0.0018135138759447222,,221021.92541796484,221021.92541796484,0.0,0.0,0.0,0.0,-104.077,-653.346,110033,0.587,0.769,0.424,0.619
110034,Alvorada D Oeste,RO,2020,Água e Esgoto,Autarquia,14106.0,6498.0,8531.0,N,0.5155515540700792,,430562.526194136,430562.4905118567,0.035682279319999996,9.492016163334752,9.492016163334752,0.0,-113.463,-622.847,110034,0.643,0.763,0.534,0.654
110037,Alto Alegre dos Parecis,RO,2020,Água         ,Administração pública direta,13255.0,,3086.0,N,0.08856829193147167,,571661.2562939036,571661.2562939036,0.0,,,,-12.132,-61.835,110037,0.592,0.777,0.443,0.603
110040,Alto Paraíso,RO,2020,Água         ,Sociedade de economia mista com administração pública,21847.0,,1391.0,N,-0.0017965669755980601,,1816882.3004053002,952615.88396,0.0,0.0,0.0,0.0,-971.429,-633.188,110040,0.625,0.804,0.457,0.664
110045,Buritis,RO,2020,Água         ,Empresa privada,40356.0,,4373.0,N,0.04469052162535146,,7522876.889318557,6806283.783570804,251218.33146571682,20.512791406482307,15.322956189909801,0.0,-101.943,-638.324,110045,0.616,0.751,0.479,0.65
110050,Novo Horizonte do Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,8329.0,,2708.0,N,0.15585100285468556,,446584.70526966994,320591.884025,0.0,4.239456117180934,0.0,0.0,-116.961,-619.951,110050,0.634,0.799,0.527,0.606
110060,Cacaulândia,RO,2020,Água         ,Sociedade de economia mista com administração pública,6269.0,,663.0,N,-0.012735607140829011,,12118378.957188578,2473298.220862713,9220717.03362501,4.972084862019461,4.972084862019461,0.0,-10.349,-629.043,110060,0.646,0.801,0.506,0.664
110060,Cacaulândia,RO,2020,Esgotos      ,Administração pública direta,6269.0,1500.0,,N,,,12118378.957188578,2473298.220862713,9220717.03362501,,,,-10.349,-629.043,110060,0.646,0.801,0.506,0.664
110070,Campo Novo de Rondônia,RO,2020,Água         ,Administração pública direta,14266.0,,3855.0,N,,,0.0,0.0,0.0,,,,-105.712,-636.266,110070,0.593,0.772,0.404,0.667
110080,Candeias do Jamari,RO,2020,Água         ,Sociedade de economia mista com administração pública,27388.0,,11953.0,N,-0.07357192841963162,,5799031.149181518,227290.03074209567,0.0,0.0,0.0,0.0,-87.907,-637.005,110080,0.649,0.819,0.512,0.652
110090,Castanheiras,RO,2020,Água         ,Sociedade de economia mista com administração pública,2987.0,,758.0,N,0.044806865095121134,,942963.3566578804,421643.3308493843,0.0,0.0,0.0,0.0,-114.253,-619.482,110090,0.658,0.803,0.547,0.65
110092,Chupinguaia,RO,2020,Água         ,Administração pública direta,11472.0,,11472.0,N,0.7462336792768665,,0.0,0.0,0.0,,,,-125.611,-608.877,110092,0.652,0.82,0.514,0.659
110094,Cujubim,RO,2020,Água         ,Sociedade de economia mista com administração pública,26183.0,,1625.0,N,-0.047653184098524225,,592003.8697834315,586225.15936,0.0,0.0,0.0,0.0,-936.065,-625.846,110094,0.612,0.789,0.439,0.663
110100,Governador Jorge Teixeira,RO,2020,Água         ,Administração pública direta,7445.0,,232.0,N,-0.030901317166637764,,0.0,0.0,0.0,,,,-10.61,-627.371,110100,0.596,0.762,0.444,0.627
110120,Ministro Andreazza,RO,2020,Água         ,Sociedade de economia mista com administração pública,9559.0,,2695.0,N,0.058716364527669845,,12930444.982613757,1967542.220004186,10962902.762609571,0.0,0.0,0.0,-11.196,-615.174,110120,0.638,0.776,0.518,0.647
110130,Mirante da Serra,RO,2020,Água         ,Sociedade de economia mista com administração pública,10818.0,,2649.0,N,0.05176211562626362,,0.0,0.0,0.0,0.0,0.0,0.0,-11.029,-626.696,110130,0.643,0.8,0.494,0.673
110140,Monte Negro,RO,2020,Água         ,Sociedade de economia mista com administração pública,16007.0,,4813.0,N,0.009354565150205219,,1332067.79972,0.0,1303618.95972,1.7772749422127818,0.0,0.0,-102.458,-63.29,110140,0.607,0.762,0.454,0.645
110143,Nova União,RO,2020,Água         ,Sociedade de economia mista com administração pública,6895.0,,1394.0,N,0.09447076984011601,,951783.46625,951783.46625,0.0,0.0,0.0,0.0,-109.068,-625.564,110143,0.587,0.753,0.442,0.608
110145,Parecis,RO,2020,Água         ,Sociedade de economia mista com administração pública,6198.0,,1528.0,N,-0.07231831012728474,,899871.7732616,0.0,732781.4492,0.8648596321393998,0.0,0.0,-121.754,-616.032,110145,0.617,0.8,0.485,0.604
110146,Pimenteiras do Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,2148.0,,1634.0,N,0.20263890947647056,,52852.91636,0.0,0.0,0.0,0.0,0.0,-134.823,-610.471,110146,0.665,0.816,0.545,0.662
110148,São Felipe D Oeste,RO,2020,Água         ,Sociedade de economia mista com administração pública,5066.0,,1993.0,N,0.1534676435057909,,328787.12188707996,320564.42304019124,0.0,0.0,0.0,0.0,-119.023,-615.026,110148,0.649,0.78,0.571,0.615
110149,São Francisco do Guaporé,RO,2020,Água         ,Administração pública direta,20681.0,,1640.0,N,-0.3141071868071785,,0.0,0.0,0.0,,,,-12.052,-63.568,110149,0.611,0.751,0.462,0.657
110150,Seringueiras,RO,2020,Água         ,Sociedade de economia mista com administração pública,11851.0,,2841.0,N,0.09820905545299419,,1175168.9265253795,1024970.724254008,0.0,10.512024301746688,0.0,0.0,-118.055,-630.182,110150,0.598,0.779,0.427,0.644
110155,Teixeirópolis,RO,2020,Água         ,Sociedade de economia mista com administração pública,4233.0,,495.0,N,-0.004336492835385161,,0.0,0.0,0.0,0.0,0.0,0.0,-109.056,-62.242,110155,0.643,0.818,0.498,0.653
110160,Theobroma,RO,2020,Água         ,Sociedade de economia mista com administração pública,10395.0,,1054.0,N,0.01715064960447546,,0.0,0.0,0.0,0.0,0.0,0.0,-102.483,-623.538,110160,0.589,0.757,0.434,0.622
110170,Urupá,RO,2020,Água         ,Sociedade de economia mista com administração pública,11272.0,,3526.0,N,0.07076186031133547,,2382541.0970733,2367549.7970733,0.0,1.3299591909155428,0.0,0.0,-111.261,-623.639,110170,0.609,0.772,0.471,0.621
110175,Vale do Anari,RO,2020,Água         ,Sociedade de economia mista com administração pública,11377.0,,1027.0,N,-0.058294977017447,,816913.6712999331,652149.6859350001,0.0,0.0,0.0,0.0,-986.215,-621.876,110175,0.584,0.756,0.421,0.626
110180,Vale do Paraíso,RO,2020,Água         ,Sociedade de economia mista com administração pública,6656.0,,715.0,N,0.030974571684809507,,548447.1585536172,85885.98908500001,0.0,59.34495192307692,0.0,0.0,-104.465,-621.352,110180,0.627,0.792,0.485,0.641
120001,Acrelândia,AC,2020,Água         ,Autarquia,15490.0,,5198.0,N,-0.004674379281171148,,7766732.291506224,6991049.282289828,446032.04140839574,26.232109748224662,26.232109748224662,0.0,-982.581,-668.972,120001,0.604,0.808,0.466,0.584
120005,Assis Brasil,AC,2020,Água         ,Autarquia,7534.0,,5173.0,N,0.14527698378890797,,3977596.865074514,1491890.605360513,1103356.1037473944,0.0,0.0,0.0,-109.298,-695.738,120005,0.588,0.77,0.456,0.578
120010,Brasiléia,AC,2020,Água         ,Autarquia,26702.0,,16529.0,N,0.05877551061988073,,7042998.942713281,5174780.731099802,1044921.7475351358,13.747907647367239,13.747907647367239,0.0,-10.995,-687.497,120010,0.614,0.77,0.485,0.619
120013,Bujari,AC,2020,Esgotos      ,Administração pública direta,10420.0,152.0,,N,,,671885.6021385222,541883.5399456674,130002.06219285476,,,,-981.528,-67.955,120013,0.589,0.772,0.439,0.603
120013,Bujari,AC,2020,Água         ,Autarquia,10420.0,,4887.0,N,,,671885.6021385222,541883.5399456674,130002.06219285476,0.0,0.0,0.0,-981.528,-67.955,120013,0.589,0.772,0.439,0.603
120017,Capixaba,AC,2020,Água         ,Autarquia,12008.0,,4196.0,N,-0.03205836660536171,,696934.9751423623,366973.7480090054,315584.0551000529,0.0,0.0,0.0,-10.566,-67.686,120017,0.575,0.794,0.398,0.601
120020,Cruzeiro do Sul,AC,2020,Água         ,Autarquia,89072.0,,46120.0,N,0.09684972643423528,,15736563.50427932,14241519.721955772,197041.08995686498,0.0,0.0,0.0,-762.762,-726.756,120020,0.664,0.776,0.582,0.648
120025,Epitaciolândia,AC,2020,Água         ,Autarquia,18696.0,,11765.0,N,0.003580666135976296,,1309923.2012075372,923919.4345634094,357310.8846215715,0.0,0.0,0.0,-110.188,-687.341,120025,0.653,0.771,0.553,0.654
120030,Feijó,AC,2020,Água         ,Autarquia,34884.0,,6714.0,N,0.05419576737577622,,4533377.55332447,3537659.655715024,995298.3802297796,0.0,0.0,0.0,-817.054,-70.351,120030,0.539,0.723,0.388,0.559
120032,Jordão,AC,2020,Água         ,Autarquia,8473.0,,3516.0,N,0.13351117758941738,,19919731.167775005,12217430.208210912,7350761.49911232,51.1100283252685,51.1100283252685,0.0,-943.091,-718.974,120032,0.469,0.731,0.283,0.499
120032,Jordão,AC,2020,Esgotos      ,Administração pública direta,8473.0,1200.0,,N,,,19919731.167775005,12217430.208210912,7350761.49911232,,,,-943.091,-718.974,120032,0.469,0.731,0.283,0.499
120033,Mâncio Lima,AC,2020,Água         ,Autarquia,19311.0,,12234.0,N,0.18020103015650107,,7869743.080927912,2324842.3696681587,5544900.711259753,0.0,0.0,0.0,-761.657,-728.997,120033,0.625,0.77,0.546,0.58
120033,Mâncio Lima,AC,2020,Esgotos      ,Administração pública direta,19311.0,11112.0,,N,,,7869743.080927912,2324842.3696681587,5544900.711259753,,,,-761.657,-728.997,120033,0.625,0.77,0.546,0.58
120034,Manoel Urbano,AC,2020,Água         ,Autarquia,9581.0,,6828.0,N,0.1293168588020669,,2471081.686904797,2209534.0988103556,261547.58809444107,0.0,0.0,0.0,-883.291,-692.679,120034,0.551,0.767,0.373,0.586
120035,Marechal Thaumaturgo,AC,2020,Água         ,Autarquia,19299.0,,5088.0,N,0.06109343975383008,,33340830.0261742,11180536.242581533,22152121.328480665,22.348857971915642,22.348857971915642,0.0,-893.898,-727.997,120035,0.501,0.726,0.361,0.479
120038,Plácido de Castro,AC,2020,Esgotos      ,Administração pública direta,19955.0,1516.0,,N,,,5854418.460225335,3750330.3356963694,1700953.8371367662,,,,-102.806,-671.371,120038,0.622,0.786,0.517,0.593
120038,Plácido de Castro,AC,2020,Água         ,Autarquia,19955.0,,8668.0,N,,,5854418.460225335,3750330.3356963694,1700953.8371367662,27.221783512904032,0.0,27.221783512904032,-102.806,-671.371,120038,0.622,0.786,0.517,0.593
120039,Porto Walter,AC,2020,Água         ,Autarquia,12241.0,,4531.0,N,-0.06422785144526333,,27525869.770271804,14785358.279054135,12734474.196455391,230.43832856792747,230.43832856792747,0.0,-826.323,-727.537,120039,0.532,0.726,0.397,0.521
120040,Rio Branco,AC,2020,Água e Esgoto,Autarquia,413418.0,88008.0,219756.0,N,-0.368437928330379,0.014222244855707805,168525419.93713388,85530944.57289454,76156329.28945625,5.909527790275218,4.460541461668336,1.4489863286068823,-997.499,-678.243,120040,0.727,0.798,0.661,0.729
120042,Rodrigues Alves,AC,2020,Água         ,Autarquia,19351.0,,5900.0,N,0.0352066410467346,,1799521.665763261,804843.7749803312,991526.9305513699,0.0,0.0,0.0,-773.864,-72.661,120042,0.567,0.736,0.477,0.518
120043,Santa Rosa do Purus,AC,2020,Água         ,Autarquia,6717.0,,3466.0,N,0.14133722858090614,,19497519.70325707,14928174.382371617,4195626.781793449,401.70554265297005,401.70554265297005,0.0,-944.652,-704.902,120043,0.517,0.781,0.34,0.519
120045,Senador Guiomard,AC,2020,Água         ,Autarquia,23236.0,,6755.0,N,-0.12298231450727781,,2353904.91515231,715434.7383545683,1222512.214044542,0.0,0.0,0.0,-101.497,-677.362,120045,0.64,0.786,0.513,0.649
120050,Sena Madureira,AC,2020,Água         ,Autarquia,46511.0,,15834.0,N,-0.04753619362577194,,9109112.641861139,7505587.157897853,845219.5300218826,0.0,0.0,0.0,-906.596,-686.571,120050,0.603,0.81,0.456,0.593
120060,Tarauacá,AC,2020,Água         ,Autarquia,43151.0,,15104.0,N,0.02415476644496639,,4121602.407795766,2234848.804707838,1880716.30832565,0.0,0.0,0.0,-815.697,-707.722,120060,0.539,0.72,0.392,0.554
120070,Xapuri,AC,2020,Água         ,Autarquia,19596.0,,10207.0,N,0.009020659596294722,,1522167.3454343763,283481.6150509011,1238685.730383475,0.0,0.0,0.0,-106.516,-684.969,120070,0.599,0.773,0.448,0.621
120080,Porto Acre,AC,2020,Água         ,Autarquia,18824.0,,3900.0,N,-0.0506235035243556,,8853524.67707435,7122364.0778947035,1731160.599179647,0.0,0.0,0.0,-958.138,-675.478,120080,0.576,0.771,0.418,0.593
130002,Alvarães,AM,2020,Esgotos      ,Administração pública direta,16220.0,9081.0,,N,,,259078.1436202433,165584.98293952394,0.0,,,,-322.727,-648.007,130002,0.527,0.778,0.377,0.499
130002,Alvarães,AM,2020,Água         ,Sociedade de economia mista com administração pública,16220.0,,2718.0,N,,,259078.1436202433,165584.98293952394,0.0,2.033393958076449,0.9931744759556104,0.0,-322.727,-648.007,130002,0.527,0.778,0.377,0.499
130008,Anamã,AM,2020,Água         ,Administração pública direta,13956.0,,5703.0,N,-0.02489833630804006,,0.0,0.0,0.0,,,,-356.697,-613.963,130008,0.594,0.741,0.526,0.537
130010,Anori,AM,2020,Água e Esgoto,Administração pública direta,21477.0,6000.0,14222.0,N,0.25355532409623266,,0.0,0.0,0.0,,,,-374.603,-616.575,130010,0.561,0.757,0.433,0.54
130020,Atalaia do Norte,AM,2020,Água         ,Sociedade de economia mista com administração pública,20398.0,,8076.0,N,0.26495969324274293,,54139.02,43544.19,0.0,2.6541337386018236,2.1347284047455632,0.0,-437.055,-701.967,130020,0.45,0.733,0.259,0.481
130030,Autazes,AM,2020,Água         ,Sociedade de economia mista com administração pública,40290.0,,10560.0,N,0.12456273449076999,,688153.0530446714,591299.7889258226,0.0,0.33788433854554484,0.0,0.0,-358.574,-591.256,130030,0.577,0.799,0.446,0.539
130050,Barreirinha,AM,2020,Água         ,Administração pública direta,32483.0,,32483.0,N,0.008008080225092029,,0.0,0.0,0.0,,,,-279.886,-570.679,130050,0.574,0.774,0.522,0.469
130060,Benjamin Constant,AM,2020,Água         ,Sociedade de economia mista com administração pública,43935.0,,20466.0,N,0.03332173522063858,,620266.181648616,504421.88673777017,0.0,0.30981950608853986,0.22803141003755548,0.0,-437.768,-700.342,130060,0.574,0.763,0.471,0.526
130068,Boa Vista do Ramos,AM,2020,Água         ,Autarquia,19626.0,,9892.0,N,0.038200759111743365,,10166.89,0.0,0.0,0.5180316926526036,0.0,0.0,-297.409,-575.873,130068,0.565,0.75,0.484,0.496
130080,Borba,AM,2020,Água         ,Administração pública direta,41748.0,,41201.0,N,0.4828723033342065,,0.0,0.0,0.0,,,,-439.154,-595.874,130080,0.56,0.776,0.425,0.532
130090,Canutama,AM,2020,Água         ,Administração pública direta,15807.0,,11233.0,N,-0.28936547099386345,,0.0,0.0,0.0,,,,-652.582,-643.953,130090,0.53,0.752,0.379,0.522
130100,Carauari,AM,2020,Água         ,Sociedade de economia mista com administração pública,28508.0,,28508.0,N,0.3637449431708727,,1559365.2341020103,1415178.381981347,0.0,1.2562017679247932,0.7204798653009681,0.0,-488.161,-669.086,130100,0.549,0.745,0.416,0.534
130100,Carauari,AM,2020,Esgotos      ,Administração pública direta,28508.0,6000.0,,N,,,1559365.2341020103,1415178.381981347,0.0,,,,-488.161,-669.086,130100,0.549,0.745,0.416,0.534
130115,Careiro da Várzea,AM,2020,Água         ,Sociedade de economia mista com administração pública,30846.0,,2724.0,N,0.046537308325799956,,467145.82696947624,433424.2320790991,0.0,0.6873708098294754,0.16239642092978018,0.0,-3.314,-595.557,130115,0.568,0.779,0.45,0.523
130120,Coari,AM,2020,Água         ,Administração pública direta,85910.0,,10314.0,N,0.031746205044743236,,0.0,0.0,0.0,,,,-409.412,-631.441,130120,0.586,0.78,0.425,0.606
130130,Codajás,AM,2020,Água         ,Sociedade de economia mista com administração pública,29168.0,,14874.0,N,0.11110971780811973,,658177.5919492366,465264.10148813494,0.0,2.0163463384530993,1.060766250685683,0.0,-383.053,-620.658,130130,0.563,0.775,0.421,0.546
130140,Eirunepé,AM,2020,Água         ,Sociedade de economia mista com administração pública,35700.0,,21432.0,N,0.18186418087544498,,810178.6217938389,696411.136267202,0.0,0.4087775910364146,0.0,0.0,-665.677,-698.662,130140,0.563,0.756,0.431,0.548
130150,Envira,AM,2020,Água         ,Administração pública direta,20393.0,,12486.0,N,0.2957675632345599,,0.0,0.0,0.0,,,,-743.789,-700.281,130150,0.509,0.727,0.349,0.521
130165,Guajará,AM,2020,Água e Esgoto,Administração pública direta,16937.0,1018.0,12697.0,N,0.14807865442555646,,0.0,0.0,0.0,,,,-753.797,-725.907,130165,0.532,0.762,0.387,0.51
130170,Humaitá,AM,2020,Água         ,Autarquia,56144.0,,39630.0,N,0.005275975859374227,,181716.582264,181716.582264,0.0,0.0,0.0,0.0,-751.171,-630.327,130170,0.605,0.791,0.451,0.621
130180,Ipixuna,AM,2020,Água e Esgoto,Administração pública direta,30436.0,100.0,26811.0,N,0.17503412736510937,,0.0,0.0,0.0,,,,-704.791,-716.934,130180,0.481,0.772,0.302,0.476
130190,Itacoatiara,AM,2020,Água         ,Autarquia,102701.0,,68780.0,N,-0.07033664044380672,,356017.4293166207,316513.8244766207,0.0,,,,-313.861,-584.449,130190,0.644,0.811,0.534,0.618
130195,Itamarati,AM,2020,Água         ,Sociedade de economia mista com administração pública,7814.0,,3048.0,N,0.22752229025210682,,759633.0680228756,731207.3893925904,0.0,1.6243102124392117,0.0,0.0,-643.852,-682.437,130195,0.477,0.772,0.266,0.529
130220,Juruá,AM,2020,Água         ,Sociedade de economia mista com administração pública,15106.0,,10164.0,N,0.3751641197458982,,328634.0153876857,218138.37388002302,0.0,1.6742307692307692,0.6632179266516616,0.0,-348.438,-660.718,130220,0.522,0.704,0.376,0.538
130240,Lábrea,AM,2020,Água         ,Administração pública direta,46882.0,,29000.0,N,-0.023491743109313568,,0.0,0.0,0.0,,,,-726.413,-647.948,130240,0.531,0.744,0.374,0.538
130250,Manacapuru,AM,2020,Água         ,Autarquia,98502.0,,71000.0,N,-0.03572560616106846,,908582.91132,908582.91132,0.0,0.0,0.0,0.0,-329.066,-606.216,130250,0.614,0.795,0.481,0.604
130255,Manaquiri,AM,2020,Água         ,Sociedade de economia mista com administração pública,33049.0,,9642.0,N,0.008706539003694058,,532004.5125134927,430939.90576703683,0.0,0.10872825198947018,0.0,0.0,-344.078,-604.612,130255,0.596,0.748,0.51,0.556
130260,Manaus,AM,2020,Água e Esgoto,Empresa privada,2219580.0,487158.0,2164164.0,N,0.019277241278116253,-0.04893234209848077,1147400386.2201777,669170146.404121,164048890.17908758,60.20575259283288,50.235043156813454,3.6986436758305627,-311.866,-600.212,130260,0.737,0.826,0.658,0.738
130270,Manicoré,AM,2020,Água         ,Administração pública direta,56583.0,,25491.0,N,-0.07352577686261769,,0.0,0.0,0.0,,,,-580.462,-612.895,130270,0.582,0.747,0.456,0.58
130290,Maués,AM,2020,Água e Esgoto,Autarquia,65040.0,7360.0,32164.0,N,8.550844352250841e-06,,683963.3911857271,0.0,0.0,2.7743580873308735,0.0,0.0,-339.289,-577.067,130290,0.588,0.8,0.464,0.549
130300,Nhamundá,AM,2020,Água         ,Administração pública direta,21443.0,,12000.0,N,0.06509674178959757,,0.0,0.0,0.0,,,,-220.793,-567.112,130300,0.586,0.779,0.503,0.513
130310,Nova Olinda do Norte,AM,2020,Água         ,Sociedade de economia mista com administração pública,38026.0,,22494.0,N,0.2224660406129585,,75718.95,59607.59,0.0,1.991241518960711,1.567548256456109,0.0,-390.037,-59.094,130310,0.558,0.78,0.412,0.541
130320,Novo Airão,AM,2020,Água         ,Administração pública direta,19928.0,,18232.0,N,0.32037234394511693,,0.0,0.0,0.0,,,,-263.637,-609.434,130320,0.57,0.776,0.434,0.551
130330,Novo Aripuanã,AM,2020,Água         ,Administração pública direta,26046.0,,26046.0,N,0.08510638297872342,,0.0,0.0,0.0,,,,-512.593,-603.732,130330,0.554,0.759,0.421,0.532
130340,Parintins,AM,2020,Água         ,Autarquia,115363.0,,112000.0,N,-0.029151461040368254,,0.0,0.0,0.0,0.0,0.0,0.0,-263.741,-56.729,130340,0.658,0.8,0.605,0.589
