CódigodoMunicípio,Município,Estado,AnodeReferência,Tipodeserviço,Naturezajurídica,POP_TOTAL,POP_TOTAL_ESGOTO,POP_TOTAL_AGUA,REGIAO,DIF_AG_2011_2020,DIF_ES_2011_2020,INV_TOTAL,INV_TOTAL_AG,INV_TOTAL_ES,INV_TOTAL_PCP,INV_TOTAL_AG_PCP,INV_TOTAL_ES_PCP,latitude,longitude,COD_IBGE,IDHM,IDHM_RENDA,IDHM_EDUCACAO,IDHM_LONGEVIDADE
240150,Barcelona,RN,2020,Água         ,Sociedade de economia mista com administração pública,3994.0,,3994.0,NE,0.5507980744869521,,0.0,0.0,0.0,,,,-594.284,-359.247,240150,0.566,0.726,0.442,0.564
240160,Bento Fernandes,RN,2020,Água         ,Sociedade de economia mista com administração pública,5525.0,,3998.0,NE,0.321481911445897,,0.0,0.0,0.0,,,,-569.906,-35.813,240160,0.582,0.737,0.494,0.542
240165,Bodó,RN,2020,Água         ,Sociedade de economia mista com administração pública,2197.0,,1563.0,NE,0.12367977629884097,,0.0,0.0,0.0,,,,-598.027,-364.167,240165,0.629,0.772,0.565,0.57
240170,Bom Jesus,RN,2020,Água         ,Sociedade de economia mista com administração pública,10267.0,,10267.0,NE,0.2825126262626263,,0.0,0.0,0.0,,,,-598.648,-355.792,240170,0.584,0.743,0.46,0.583
240185,Caiçara do Norte,RN,2020,Água         ,Sociedade de economia mista com administração pública,6561.0,,4148.0,NE,-0.10658527208493429,,0.0,0.0,0.0,,,,-507.091,-360.717,240185,0.574,0.727,0.454,0.572
240190,Caiçara do Rio do Vento,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,3715.0,995.0,3600.0,NE,0.19226404350035808,0.00032862068715550086,0.0,0.0,0.0,,,,-576.541,-359.938,240190,0.587,0.734,0.499,0.553
240200,Caicó,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,68343.0,15436.0,68343.0,NE,0.07845062393108249,0.155328015104166,0.0,0.0,0.0,,,,-645.441,-371.067,240200,0.71,0.824,0.619,0.703
240210,Campo Redondo,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,11291.0,1088.0,6880.0,NE,0.1479896810034791,-0.01921795675748328,0.0,0.0,0.0,,,,-623.829,-361.888,240210,0.626,0.758,0.584,0.554
240220,Canguaretama,RN,2020,Água         ,Sociedade de economia mista com administração pública,34548.0,,27754.0,NE,0.20093064125135518,,0.0,0.0,0.0,,,,-637.193,-351.281,240220,0.579,0.718,0.486,0.557
240230,Caraúbas,RN,2020,Água         ,Sociedade de economia mista com administração pública,20541.0,,17095.0,NE,0.1267630458585708,,0.0,0.0,0.0,,,,-578.387,-375.586,240230,0.638,0.786,0.556,0.594
240240,Carnaúba dos Dantas,RN,2020,Água         ,Sociedade de economia mista com administração pública,8239.0,,6851.0,NE,0.14494189232114207,,0.0,0.0,0.0,,,,-655.015,-365.868,240240,0.659,0.796,0.577,0.624
240250,Carnaubais,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,10867.0,2880.0,3507.0,NE,0.04547641006102493,0.03867427050535621,0.0,0.0,0.0,,,,-534.181,-368.335,240250,0.589,0.738,0.476,0.583
240260,Ceará-Mirim,RN,2020,Água e Esgoto,Autarquia,73886.0,13155.0,63568.0,NE,-0.037576990656442155,-0.0516434005467441,0.0,0.0,0.0,,,,-564.323,-354.247,240260,0.616,0.774,0.505,0.599
240270,Cerro Corá,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,11181.0,4064.0,7444.0,NE,0.23206051788125615,,0.0,0.0,0.0,,,,-603.503,-363.503,240270,0.607,0.754,0.518,0.573
240280,Coronel Ezequiel,RN,2020,Água         ,Sociedade de economia mista com administração pública,5504.0,,3545.0,NE,0.22243041138695868,,0.0,0.0,0.0,,,,-63.748,-362.223,240280,0.587,0.778,0.476,0.545
240290,Coronel João Pessoa,RN,2020,Água         ,Sociedade de economia mista com administração pública,4915.0,,1228.0,NE,-0.07874196203606987,,0.0,0.0,0.0,,,,-624.974,-384.441,240290,0.578,0.748,0.471,0.549
240300,Cruzeta,RN,2020,Esgotos      ,Administração pública direta,7983.0,6500.0,,NE,,,0.0,0.0,0.0,,,,-640.894,-367.782,240300,0.654,0.748,0.621,0.602
240300,Cruzeta,RN,2020,Água         ,Sociedade de economia mista com administração pública,7983.0,,7411.0,NE,,,0.0,0.0,0.0,,,,-640.894,-367.782,240300,0.654,0.748,0.621,0.602
240310,Currais Novos,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,44905.0,28291.0,34124.0,NE,-0.05298332621272006,-0.09747260053447981,0.0,0.0,0.0,,,,-625.484,-365.146,240310,0.691,0.794,0.617,0.673
240320,Doutor Severiano,RN,2020,Água e Esgoto,Autarquia,7072.0,2240.0,6126.0,NE,0.42834770491711815,0.11883825900653344,226169.17125978658,52958.62219272,0.0,3.5046662895927603,0.0,0.0,-608.082,-383.794,240320,0.621,0.747,0.566,0.567
240325,Parnamirim,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,267036.0,16505.0,267036.0,NE,0.08649592661184302,0.053685358733830964,0.0,0.0,0.0,,,,-591.116,-35.271,240325,0.766,0.825,0.726,0.75
240330,Encanto,RN,2020,Água         ,Sociedade de economia mista com administração pública,5668.0,,5224.0,NE,0.5169171523911585,,0.0,0.0,0.0,,,,-610.691,-383.033,240330,0.629,0.787,0.536,0.589
240340,Equador,RN,2020,Água         ,Sociedade de economia mista com administração pública,6054.0,,5011.0,NE,0.04108482101531796,,0.0,0.0,0.0,,,,-693.835,-36.717,240340,0.623,0.765,0.546,0.578
240350,Espírito Santo,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,10484.0,1646.0,7244.0,NE,0.21912060279780965,-0.004899974266446866,0.0,0.0,0.0,,,,-633.563,-353.052,240350,0.558,0.748,0.423,0.549
240360,Extremoz,RN,2020,Água         ,Sociedade de economia mista com administração pública,28936.0,,929.0,NE,-0.8463461528852013,,1122012.1712764543,998668.9408285941,0.0,,,,-570.143,-353.048,240360,0.66,0.808,0.555,0.64
240360,Extremoz,RN,2020,Água         ,Autarquia,28936.0,,28007.0,NE,0.9357893281725187,,1122012.1712764543,998668.9408285941,0.0,0.0,0.0,0.0,-570.143,-353.048,240360,0.66,0.808,0.555,0.64
240370,Felipe Guerra,RN,2020,Água         ,Sociedade de economia mista com administração pública,5997.0,,4011.0,NE,0.09474746068686513,,0.0,0.0,0.0,,,,-559.274,-376.875,240370,0.636,0.768,0.575,0.582
240375,Fernando Pedroza,RN,2020,Água         ,Sociedade de economia mista com administração pública,3067.0,,3067.0,NE,0.1456445993031359,,0.0,0.0,0.0,,,,-569.096,-365.282,240375,0.597,0.727,0.519,0.565
240380,Florânia,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,9786.0,7490.0,8625.0,NE,0.10897889996631183,2.9704668519814348e-05,0.0,0.0,0.0,,,,-612.264,-368.226,240380,0.642,0.775,0.56,0.611
240390,Francisco Dantas,RN,2020,Água         ,Sociedade de economia mista com administração pública,2813.0,,2061.0,NE,0.15460478078240347,,0.0,0.0,0.0,,,,-607.234,-381.212,240390,0.606,0.732,0.523,0.582
240400,Frutuoso Gomes,RN,2020,Água         ,Sociedade de economia mista com administração pública,4041.0,,3176.0,NE,0.11539498839062678,,0.0,0.0,0.0,,,,-615.669,-378.375,240400,0.597,0.737,0.512,0.565
240420,Goianinha,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,26669.0,7014.0,21229.0,NE,0.10392559864612994,0.14173814766920118,0.0,0.0,0.0,,,,-626.486,-351.943,240420,0.638,0.783,0.537,0.619
240430,Governador Dix-Sept Rosado,RN,2020,Água         ,Sociedade de economia mista com administração pública,13076.0,,6175.0,NE,0.03419075057883719,,0.0,0.0,0.0,,,,-544.887,-375.183,240430,0.592,0.759,0.485,0.564
240440,Grossos,RN,2020,Água         ,Sociedade de economia mista com administração pública,10463.0,,7713.0,NE,-0.013806563513602432,,0.0,0.0,0.0,,,,-498.068,-371.621,240440,0.664,0.79,0.585,0.633
240450,Guamaré,RN,2020,Água         ,Sociedade de economia mista com administração pública,15963.0,,6487.0,NE,0.05314497969154408,,0.0,0.0,0.0,,,,-510.619,-363.222,240450,0.626,0.769,0.505,0.632
240460,Ielmo Marinho,RN,2020,Água         ,Sociedade de economia mista com administração pública,13901.0,,2087.0,NE,0.020577113498647825,,0.0,0.0,0.0,,,,-582.447,-35.55,240460,0.55,0.766,0.418,0.521
240470,Ipanguaçu,RN,2020,Água         ,Sociedade de economia mista com administração pública,15626.0,,2941.0,NE,-0.0876895093280256,,0.0,0.0,0.0,,,,-548.984,-368.501,240470,0.603,0.744,0.518,0.568
240480,Ipueira,RN,2020,Água         ,Sociedade de economia mista com administração pública,2253.0,,2253.0,NE,0.07795313247250124,,0.0,0.0,0.0,,,,-680.596,-372.045,240480,0.679,0.788,0.633,0.627
240485,Itajá,RN,2020,Água         ,Administração pública direta,7595.0,,7480.0,NE,-0.015141540487162652,,0.0,0.0,0.0,,,,-563.894,-368.712,240485,0.624,0.769,0.539,0.586
240490,Itaú,RN,2020,Água         ,Sociedade de economia mista com administração pública,5897.0,,5617.0,NE,0.2184928134636539,,0.0,0.0,0.0,,,,-58.363,-379.912,240490,0.614,0.727,0.542,0.588
240500,Jaçanã,RN,2020,Água         ,Sociedade de economia mista com administração pública,9238.0,,6499.0,NE,0.3479102377267161,,0.0,0.0,0.0,,,,-641.856,-362.031,240500,0.604,0.773,0.509,0.559
240500,Jaçanã,RN,2020,Esgotos      ,Administração pública direta,9238.0,3800.0,,NE,,,0.0,0.0,0.0,,,,-641.856,-362.031,240500,0.604,0.773,0.509,0.559
240510,Jandaíra,RN,2020,Água         ,Sociedade de economia mista com administração pública,6893.0,,4062.0,NE,0.11935213717175774,,0.0,0.0,0.0,,,,-535.211,-361.278,240510,0.569,0.709,0.462,0.561
240520,Janduís,RN,2020,Água         ,Sociedade de economia mista com administração pública,5248.0,,4398.0,NE,0.08399673598453972,,0.0,0.0,0.0,,,,-601.474,-374.048,240520,0.615,0.776,0.529,0.567
240530,Januário Cicco,RN,2020,Água         ,Sociedade de economia mista com administração pública,10275.0,,5803.0,NE,0.20868414230306004,,0.0,0.0,0.0,,,,-616.566,-356.219,240530,0.574,0.771,0.481,0.511
240540,Japi,RN,2020,Água         ,Sociedade de economia mista com administração pública,4995.0,,4995.0,NE,0.5218824391137155,,0.0,0.0,0.0,,,,-646.544,-359.346,240540,0.569,0.726,0.48,0.528
240550,Jardim de Angicos,RN,2020,Água         ,Sociedade de economia mista com administração pública,2606.0,,1727.0,NE,0.5001966560220821,,0.0,0.0,0.0,,,,-564.999,-359.713,240550,0.565,0.74,0.437,0.557
240560,Jardim de Piranhas,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,14942.0,3917.0,12418.0,NE,0.06649087917161356,,0.0,0.0,0.0,,,,-637.665,-373.496,240560,0.603,0.792,0.469,0.59
240570,Jardim do Seridó,RN,2020,Esgotos      ,Administração pública direta,12396.0,6880.0,,NE,,,0.0,0.0,0.0,,,,-658.047,-367.736,240570,0.663,0.772,0.584,0.647
240570,Jardim do Seridó,RN,2020,Água         ,Sociedade de economia mista com administração pública,12396.0,,12396.0,NE,,,0.0,0.0,0.0,,,,-658.047,-367.736,240570,0.663,0.772,0.584,0.647
240580,João Câmara,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,35160.0,12457.0,32261.0,NE,0.21056042828824628,0.22756924014813928,0.0,0.0,0.0,,,,-554.094,-358.122,240580,0.595,0.724,0.484,0.6
240590,João Dias,RN,2020,Água         ,Sociedade de economia mista com administração pública,2654.0,,588.0,NE,-0.18659520501011628,,0.0,0.0,0.0,,,,-627.215,-377.885,240590,0.53,0.771,0.39,0.495
240600,José da Penha,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,5946.0,419.0,4638.0,NE,0.17984967865091017,0.010109484938186211,0.0,0.0,0.0,,,,-631.095,-382.823,240600,0.608,0.788,0.489,0.583
240610,Jucurutu,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,18315.0,3916.0,15326.0,NE,0.23954294568819712,0.012132193137779718,0.0,0.0,0.0,,,,-60.306,-37.009,240610,0.601,0.755,0.492,0.583
240615,Jundiá,RN,2020,Água         ,Sociedade de economia mista com administração pública,3922.0,,1141.0,NE,0.03572765349926221,,0.0,0.0,0.0,,,,-626.866,-353.495,240615,0.595,0.775,0.492,0.552
240620,Lagoa d Anta,RN,2020,Água         ,Sociedade de economia mista com administração pública,6811.0,,6017.0,NE,0.2382780099230427,,0.0,0.0,0.0,,,,-639.493,-355.949,240620,0.601,0.739,0.507,0.58
240630,Lagoa de Pedras,RN,2020,Água         ,Sociedade de economia mista com administração pública,7584.0,,4764.0,NE,0.30890371829820157,,0.0,0.0,0.0,,,,-615.082,-354.299,240630,0.553,0.734,0.436,0.529
240640,Lagoa de Velhos,RN,2020,Água         ,Sociedade de economia mista com administração pública,2732.0,,2732.0,NE,0.31985018726591763,,0.0,0.0,0.0,,,,-60.119,-358.729,240640,0.589,0.789,0.458,0.566
240650,Lagoa Nova,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,15749.0,5136.0,7667.0,NE,-0.0031619940944362934,0.017715972176012063,0.0,0.0,0.0,,,,-609.339,-364.703,240650,0.585,0.764,0.483,0.542
240660,Lagoa Salgada,RN,2020,Água         ,Sociedade de economia mista com administração pública,8297.0,,8297.0,NE,0.3178538633084088,,0.0,0.0,0.0,,,,-612.295,-354.724,240660,0.582,0.771,0.464,0.551
240670,Lajes,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,11344.0,6607.0,9525.0,NE,0.06715402475015897,-0.02186178558089924,0.0,0.0,0.0,,,,-569.322,-36.247,240670,0.624,0.756,0.557,0.578
240680,Lajes Pintadas,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,4763.0,1550.0,4391.0,NE,0.43694451034001947,-0.016640229902350867,0.0,0.0,0.0,,,,-614.943,-361.171,240680,0.625,0.769,0.568,0.559
240690,Lucrécia,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,4025.0,2526.0,2641.0,NE,0.023952615389829957,1.9658851143522504e-05,0.0,0.0,0.0,,,,-610.525,-378.134,240690,0.646,0.785,0.551,0.624
240700,Luís Gomes,RN,2020,Água         ,Sociedade de economia mista com administração pública,10146.0,,5750.0,NE,-0.10629928484720219,,0.0,0.0,0.0,,,,-640.588,-383.899,240700,0.608,0.776,0.531,0.545
240710,Macaíba,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,81821.0,2460.0,52019.0,NE,0.10389740481030474,0.013957849186524488,0.0,0.0,0.0,,,,-585.229,-353.552,240710,0.64,0.784,0.545,0.613
240720,Macau,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,32039.0,20090.0,23137.0,NE,-0.0425728820971637,-0.10545411202915234,0.0,0.0,0.0,,,,-510.795,-366.318,240720,0.665,0.792,0.572,0.65
240725,Major Sales,RN,2020,Água         ,Administração pública direta,4062.0,,2740.0,NE,-0.1350590140922897,,0.0,0.0,0.0,,,,-639.949,-38.324,240725,0.617,0.774,0.529,0.573
240730,Marcelino Vieira,RN,2020,Água         ,Sociedade de economia mista com administração pública,8336.0,,6702.0,NE,0.20122143207984755,,0.0,0.0,0.0,,,,-62.846,-381.642,240730,0.609,0.776,0.51,0.571
240740,Martins,RN,2020,Água         ,Sociedade de economia mista com administração pública,8758.0,,7611.0,NE,0.24778887099458125,,0.0,0.0,0.0,,,,-608.279,-37.908,240740,0.622,0.772,0.538,0.58
240750,Maxaranguape,RN,2020,Água         ,Autarquia,12544.0,,10000.0,NE,-0.07184014848232045,,671415.0533,413805.949535,0.0,24.075255102040817,14.82780612244898,0.0,-552.181,-352.631,240750,0.608,0.764,0.506,0.582
240760,Messias Targino,RN,2020,Água         ,Sociedade de economia mista com administração pública,4634.0,,2695.0,NE,0.03174851177175131,,0.0,0.0,0.0,,,,-607.194,-375.158,240760,0.644,0.779,0.565,0.608
240770,Montanhas,RN,2020,Água         ,Sociedade de economia mista com administração pública,11208.0,,11208.0,NE,0.21807949349278932,,0.0,0.0,0.0,,,,-648.522,-352.842,240770,0.557,0.7,0.447,0.553
240780,Monte Alegre,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,22576.0,1351.0,17572.0,NE,0.3384447272885057,-0.0009980257163106215,0.0,0.0,0.0,,,,-607.063,-353.253,240780,0.609,0.77,0.507,0.578
240790,Monte das Gameleiras,RN,2020,Água         ,Sociedade de economia mista com administração pública,2084.0,,2084.0,NE,0.4325892857142857,,0.0,0.0,0.0,,,,-643.698,-357.831,240790,0.598,0.752,0.509,0.56
240800,Mossoró,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,300618.0,154790.0,289808.0,NE,0.05946725710566747,0.1656935234236882,0.0,0.0,0.0,,,,-518.374,-373.474,240800,0.72,0.811,0.663,0.694
240810,Natal,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,890480.0,385343.0,854563.0,NE,0.05210001946548981,0.10190177201953027,0.0,0.0,0.0,,,,-579.357,-351.986,240810,0.763,0.835,0.694,0.768
240820,Nísia Floresta,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,27938.0,521.0,19583.0,NE,0.12257731526053439,,0.0,0.0,0.0,,,,-609.329,-351.991,240820,0.622,0.773,0.518,0.601
240830,Nova Cruz,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,37450.0,12829.0,34466.0,NE,0.22760887689659925,,0.0,0.0,0.0,,,,-647.511,-354.286,240830,0.629,0.788,0.537,0.589
240840,Olho-d Água do Borges,RN,2020,Esgotos      ,Administração pública direta,4244.0,850.0,,NE,,,0.0,0.0,0.0,,,,-59.486,-377.047,240840,0.585,0.719,0.482,0.577
240840,Olho-d Água do Borges,RN,2020,Água         ,Sociedade de economia mista com administração pública,4244.0,,3480.0,NE,,,0.0,0.0,0.0,,,,-59.486,-377.047,240840,0.585,0.719,0.482,0.577
240850,Ouro Branco,RN,2020,Esgotos      ,Administração pública direta,4813.0,3300.0,,NE,,,0.0,0.0,0.0,,,,-66.958,-369.428,240850,0.645,0.789,0.558,0.61
240850,Ouro Branco,RN,2020,Água         ,Sociedade de economia mista com administração pública,4813.0,,4178.0,NE,,,0.0,0.0,0.0,,,,-66.958,-369.428,240850,0.645,0.789,0.558,0.61
240860,Paraná,RN,2020,Água         ,Sociedade de economia mista com administração pública,4276.0,,14.0,NE,-0.20768894953277886,,0.0,0.0,0.0,,,,-647.565,-383.057,240860,0.589,0.776,0.496,0.532
240870,Paraú,RN,2020,Água         ,Sociedade de economia mista com administração pública,3750.0,,3312.0,NE,0.010477459656428878,,0.0,0.0,0.0,,,,-576.893,-371.032,240870,0.603,0.721,0.522,0.582
240880,Parazinho,RN,2020,Esgotos      ,Administração pública direta,5272.0,3391.0,,NE,,,0.0,0.0,0.0,,,,-522.276,-358.398,240880,0.549,0.719,0.424,0.543
240880,Parazinho,RN,2020,Água         ,Sociedade de economia mista com administração pública,5272.0,,4267.0,NE,,,0.0,0.0,0.0,,,,-522.276,-358.398,240880,0.549,0.719,0.424,0.543
240890,Parelhas,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,21545.0,18084.0,21174.0,NE,0.13913727940316167,0.04157147976630493,0.0,0.0,0.0,,,,-668.491,-366.566,240890,0.676,0.802,0.617,0.625
240895,Rio do Fogo,RN,2020,Água         ,Autarquia,10905.0,,10851.0,NE,0.23526939947403225,,679764.4956351481,679764.4956351481,0.0,0.0,0.0,0.0,-52.765,-353.794,240895,0.569,0.738,0.457,0.546
240910,Passa e Fica,RN,2020,Água         ,Sociedade de economia mista com administração pública,13474.0,,10715.0,NE,0.17320751224410103,,0.0,0.0,0.0,,,,-643.018,-356.442,240910,0.606,0.763,0.516,0.565
240910,Passa e Fica,RN,2020,Esgotos      ,Administração pública direta,13474.0,8200.0,,NE,,,0.0,0.0,0.0,,,,-643.018,-356.442,240910,0.606,0.763,0.516,0.565
240920,Passagem,RN,2020,Água         ,Sociedade de economia mista com administração pública,3102.0,,2200.0,NE,0.3023470059223514,,0.0,0.0,0.0,,,,-627.268,-35.37,240920,0.589,0.747,0.501,0.547
240930,Patu,RN,2020,Água         ,Sociedade de economia mista com administração pública,12809.0,,7852.0,NE,-0.032232605420207894,,0.0,0.0,0.0,,,,-610.656,-376.356,240930,0.618,0.768,0.513,0.599
240933,Santa Maria,RN,2020,Água         ,Sociedade de economia mista com administração pública,5621.0,,4498.0,NE,0.15283853681923754,,0.0,0.0,0.0,,,,-583.802,-356.914,240933,0.59,0.779,0.477,0.554
240940,Pau dos Ferros,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,30600.0,6955.0,30600.0,NE,0.07417336907953531,0.10857444497012388,0.0,0.0,0.0,,,,-610.498,-382.077,240940,0.678,0.803,0.584,0.666
240950,Pedra Grande,RN,2020,Água         ,Sociedade de economia mista com administração pública,3199.0,,3199.0,NE,0.7324145851277635,,0.0,0.0,0.0,,,,-514.988,-35.876,240950,0.559,0.773,0.43,0.526
240960,Pedra Preta,RN,2020,Água         ,Sociedade de economia mista com administração pública,2438.0,,1384.0,NE,0.17172354356935715,,0.0,0.0,0.0,,,,-557.352,-361.084,240960,0.558,0.752,0.435,0.53
240970,Pedro Avelino,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,6653.0,3181.0,4685.0,NE,0.13616207865211905,-0.001959885219321833,0.0,0.0,0.0,,,,-55.161,-363.867,240970,0.583,0.788,0.435,0.577
240980,Pedro Velho,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,14844.0,3425.0,14844.0,NE,0.47669491525423724,0.04980075268669873,0.0,0.0,0.0,,,,-64.356,-352.195,240980,0.568,0.738,0.442,0.562
240990,Pendências,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,15272.0,5264.0,10242.0,NE,-0.010035046175923545,0.046552376584707233,0.0,0.0,0.0,,,,-52.564,-367.095,240990,0.631,0.753,0.526,0.633
241000,Pilões,RN,2020,Água         ,Sociedade de economia mista com administração pública,3869.0,,3640.0,NE,0.2034262581185191,,0.0,0.0,0.0,,,,-626.364,-380.461,241000,0.614,0.777,0.527,0.566
241010,Poço Branco,RN,2020,Água         ,Sociedade de economia mista com administração pública,15531.0,,13215.0,NE,0.32008834828572885,,0.0,0.0,0.0,,,,-562.233,-356.635,241010,0.587,0.766,0.471,0.562
241020,Portalegre,RN,2020,Água         ,Sociedade de economia mista com administração pública,7906.0,,5856.0,NE,0.20546904745834849,,0.0,0.0,0.0,,,,-602.064,-379.865,241020,0.621,0.754,0.547,0.581
241025,Porto do Mangue,RN,2020,Água         ,Sociedade de economia mista com administração pública,6522.0,,2553.0,NE,0.09253744437482209,,0.0,0.0,0.0,,,,-505.441,-367.887,241025,0.59,0.732,0.504,0.558
241030,Serra Caiada,RN,2020,Água         ,Sociedade de economia mista com administração pública,10522.0,,10522.0,NE,0.3854447439353099,,0.0,0.0,0.0,,,,-610.478,-357.113,241030,0.563,0.713,0.453,0.552
241030,Serra Caiada,RN,2020,Esgotos      ,Administração pública direta,10522.0,1715.0,,NE,,,0.0,0.0,0.0,,,,-610.478,-357.113,241030,0.563,0.713,0.453,0.552
241040,Pureza,RN,2020,Água         ,Sociedade de economia mista com administração pública,9724.0,,4159.0,NE,0.0798072604517216,,0.0,0.0,0.0,,,,-546.393,-355.554,241040,0.567,0.774,0.456,0.516
241050,Rafael Fernandes,RN,2020,Água         ,Sociedade de economia mista com administração pública,5128.0,,1366.0,NE,-0.25868809874036597,,0.0,0.0,0.0,,,,-618.987,-382.211,241050,0.608,0.737,0.518,0.588
241060,Rafael Godeiro,RN,2020,Água         ,Sociedade de economia mista com administração pública,3208.0,,2322.0,NE,0.1284378571799668,,0.0,0.0,0.0,,,,-607.244,-37.716,241060,0.654,0.789,0.607,0.583
241070,Riacho da Cruz,RN,2020,Esgotos      ,Administração pública direta,3614.0,3053.0,,NE,,-0.00011106067609178982,0.0,0.0,0.0,,,,-592.654,-37.949,241070,0.584,0.751,0.487,0.545
241070,Riacho da Cruz,RN,2020,Água         ,Sociedade de economia mista com administração pública,3614.0,,2013.0,NE,,,0.0,0.0,0.0,,,,-592.654,-37.949,241070,0.584,0.751,0.487,0.545
241080,Riacho de Santana,RN,2020,Água         ,Sociedade de economia mista com administração pública,4199.0,,1414.0,NE,-0.07813396456691357,,0.0,0.0,0.0,,,,-625.139,-383.116,241080,0.591,0.776,0.489,0.545
241090,Riachuelo,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,8220.0,5050.0,6483.0,NE,0.17777653317257558,0.051715722214980886,0.0,0.0,0.0,,,,-582.156,-358.215,241090,0.592,0.767,0.481,0.561
241100,Rodolfo Fernandes,RN,2020,Água         ,Sociedade de economia mista com administração pública,4462.0,,4462.0,NE,0.1553793884484711,,0.0,0.0,0.0,,,,-578.393,-380.579,241100,0.604,0.758,0.519,0.561
241105,Tibau,RN,2020,Água         ,Sociedade de economia mista com administração pública,4140.0,,4140.0,NE,0.2348993288590604,,0.0,0.0,0.0,,,,-483.729,-372.554,241105,0.635,0.769,0.53,0.627
241110,Ruy Barbosa,RN,2020,Água         ,Sociedade de economia mista com administração pública,3592.0,,3294.0,NE,0.4219138719460167,,0.0,0.0,0.0,,,,-588.745,-35.933,241110,0.605,0.78,0.517,0.548
241140,Santana do Matos,RN,2020,Água         ,Sociedade de economia mista com administração pública,11956.0,,8903.0,NE,0.24112849347573562,,0.0,0.0,0.0,,,,-594.605,-366.578,241140,0.591,0.767,0.482,0.559
241142,Santana do Seridó,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,2689.0,1760.0,1919.0,NE,0.05328570620579831,0.01503850289288211,0.0,0.0,0.0,,,,-676.643,-367.312,241142,0.642,0.767,0.58,0.595
241150,Santo Antônio,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,24280.0,2073.0,13849.0,NE,-0.0391847510565434,-0.021243663058696585,0.0,0.0,0.0,,,,-631.195,-354.739,241150,0.62,0.782,0.512,0.595
241160,São Bento do Norte,RN,2020,Água         ,Sociedade de economia mista com administração pública,2717.0,,2668.0,NE,0.6254289004713454,,0.0,0.0,0.0,,,,-509.259,-359.587,241160,0.555,0.76,0.415,0.541
241170,São Bento do Trairí,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,4495.0,2169.0,3518.0,NE,0.30008924644954343,-2.1988255684612934e-05,0.0,0.0,0.0,,,,-633.798,-360.863,241170,0.595,0.763,0.525,0.526
241180,São Fernando,RN,2020,Esgotos      ,Administração pública direta,3595.0,2428.0,,NE,,,0.0,0.0,0.0,,,,-637.975,-371.864,241180,0.608,0.75,0.508,0.591
241180,São Fernando,RN,2020,Água         ,Sociedade de economia mista com administração pública,3595.0,,3594.0,NE,,,0.0,0.0,0.0,,,,-637.975,-371.864,241180,0.608,0.75,0.508,0.591
241190,São Francisco do Oeste,RN,2020,Água         ,Sociedade de economia mista com administração pública,4255.0,,4255.0,NE,0.2312419974391805,,0.0,0.0,0.0,,,,-597.472,-381.519,241190,0.628,0.779,0.547,0.581
241200,São Gonçalo do Amarante,RN,2020,Água e Esgoto,Sociedade de economia mista com administração pública,103672.0,7242.0,16933.0,NE,-0.722736408538839,-0.26781703653619643,0.0,2237271.11,0.0,,,,-579.068,-353.257,241200,0.661,0.829,0.564,0.619
241200,São Gonçalo do Amarante,RN,2020,Água e Esgoto,Autarquia,103672.0,25215.0,86739.0,NE,0.6733351338837874,0.17336407130179798,0.0,2237271.11,0.0,,21.580283104406202,,-579.068,-353.257,241200,0.661,0.829,0.564,0.619
