CódigodoMunicípio,Município,Estado,AnodeReferência,Naturezajurídica,POP_TOTAL,REGIAO,PERCENT_AG,PERCENT_ES,INVESTIMENTO_TOTAL_ATUAL2020_y,INVESTIMENTO_TOTAL_AG_ATUAL2020_y,INVESTIMENTO_TOTAL_ES_ATUAL2020_y,INVESTIMENTO_TOTAL_ATUAL2020_PCP,INVESTIMENTO_TOTAL_AG_ATUAL2020_PCP,INVESTIMENTO_TOTAL_ES_ATUAL2020_PCP
110001,Alta Floresta D Oeste,RO,2020,Autarquia,22728.0,N,0.47148891235480467,,209727.38841982657,161592.15860278934,0.0,0.611502991904259,0.17263199577613517,0.0
110002,Ariquemes,RO,2020,Empresa privada,109523.0,N,0.8469545209681985,0.020817545173159976,72901315.06470968,60388264.92529032,6761809.887429842,57.85593245254422,51.038527980424206,0.5127616117162606
110003,Cabixi,RO,2020,Sociedade de economia mista com administração pública,5188.0,N,0.4494988434849653,,29690.755370024173,0.0,0.0,1.8222089437162685,0.0,0.0
110004,Cacoal,RO,2020,Autarquia,85893.0,N,0.7880618909573539,0.5384839276774591,15025630.748024607,10672979.468024608,4279910.45,52.40730641612238,1.7320327616918723,49.828396376887525
110005,Cerejeiras,RO,2020,Administração pública direta,16204.0,N,,0.852937546284868,17070419.609297544,0.0,15600648.452018647,,,
110005,Cerejeiras,RO,2020,Sociedade de economia mista com administração pública,16204.0,N,0.634658109108862,,17070419.609297544,0.0,15600648.452018647,3.2405541841520615,0.0,0.0
110006,Colorado do Oeste,RO,2020,Sociedade de economia mista com administração pública,15544.0,N,0.9139861039629439,,3397333.380137626,1739667.6817334702,0.0,1.9898520329387543,0.0,0.0
110007,Corumbiara,RO,2020,Sociedade de economia mista com administração pública,7220.0,N,0.27825484764542935,,586225.15936,586225.15936,0.0,0.0,0.0,0.0
110008,Costa Marques,RO,2020,Sociedade de economia mista com administração pública,18798.0,N,0.17140121289498883,,4252641.489515994,2337270.459863173,0.0,0.0,0.0,0.0
110009,Espigão D Oeste,RO,2020,Sociedade de economia mista com administração pública,32695.0,N,0.44759137482795536,,8282232.835533012,0.0,6773489.554251084,1.2182342865881632,0.0,0.0
110009,Espigão D Oeste,RO,2020,Administração pública direta,32695.0,N,,0.028597644899831777,8282232.835533012,0.0,6773489.554251084,,,
110010,Guajará-Mirim,RO,2020,Sociedade de economia mista com administração pública,46556.0,N,0.3844187644986683,0.06903514047598591,21554718.827411115,59851.082117382364,15484501.44406782,0.7824381390153794,0.0,0.0
110011,Jaru,RO,2020,Sociedade de economia mista com administração pública,51620.0,N,0.5290585044556374,,51448704.47050248,36004083.820741,3807709.027327449,3.0835757458349478,0.0,0.0
110012,Ji-Paraná,RO,2020,Sociedade de economia mista com administração pública,130009.0,N,0.6264566299256206,0.01183764200939935,119272647.84950817,91343351.05303846,8864647.998988148,28.530266058503646,0.0,22.184133867655316
110013,Machadinho D Oeste,RO,2020,Sociedade de economia mista com administração pública,40867.0,N,0.27540558396750436,,3459887.9323068154,2514268.772935177,0.0,0.11483250544449065,0.0,0.0
110014,Nova Brasilândia D Oeste,RO,2020,Sociedade de economia mista com administração pública,20489.0,N,0.36995460979061934,,23432936.070901956,0.0,23062819.803651955,1.9417999902386647,0.0,0.0
110014,Nova Brasilândia D Oeste,RO,2020,Administração pública direta,20489.0,N,,0.09273268583142173,23432936.070901956,0.0,23062819.803651955,,,
110015,Ouro Preto do Oeste,RO,2020,Sociedade de economia mista com administração pública,35737.0,N,0.6699499118560596,,2164021.909779801,75064.63140615348,0.0,0.2631001483056776,0.0,0.0
110018,Pimenta Bueno,RO,2020,Empresa privada,36881.0,N,0.8697703424527534,0.05967842520539031,12710246.816931898,10027568.436306173,1965930.4974674012,16.59285811122258,12.89824923402294,0.0
110020,Porto Velho,RO,2020,Sociedade de economia mista com administração pública,539354.0,N,0.32866540342706274,0.058820366586694456,308909446.5734314,213446838.14755744,37953917.518619485,5.730824931306712,0.0,0.0
110025,Presidente Médici,RO,2020,Administração pública direta,18571.0,N,,0.29739917075009425,13801021.823953588,1549449.9365216023,10617172.528560907,,,
110025,Presidente Médici,RO,2020,Sociedade de economia mista com administração pública,18571.0,N,0.6385224274406333,,13801021.823953588,1549449.9365216023,10617172.528560907,5.915762209897151,4.7385708900974635,0.0
110026,Rio Crespo,RO,2020,Sociedade de economia mista com administração pública,3804.0,N,0.13748685594111462,,654872.0857488132,641183.76805,0.0,0.0,0.0,0.0
110028,Rolim de Moura,RO,2020,Empresa privada,55407.0,N,0.8179832873102677,0.023408594581912034,16510177.992881155,13673573.363610629,482439.47446862917,24.00877307921382,24.00226794448355,0.0
110029,Santa Luzia D Oeste,RO,2020,Sociedade de economia mista com administração pública,6216.0,N,0.5138352638352638,,1292710.3385319998,1135811.24626,0.0,5.125333011583011,0.0,0.0
110030,Vilhena,RO,2020,Autarquia,102211.0,N,1.0,,4548619.290445643,2672796.2893922897,0.0,14.271861052137245,11.441692968467189,0.0
110032,São Miguel do Guaporé,RO,2020,Sociedade de economia mista com administração pública,23077.0,N,0.19174936083546387,,57214.83227137133,0.0,0.0,1.3690960696797678,0.0,0.0
110033,Nova Mamoré,RO,2020,Sociedade de economia mista com administração pública,31392.0,N,0.08922655453618757,,221021.92541796484,221021.92541796484,0.0,0.0,0.0,0.0
110034,Alvorada D Oeste,RO,2020,Autarquia,14106.0,N,0.6047781086062668,0.4606550404083369,430562.526194136,430562.4905118567,0.035682279319999996,9.492016163334752,9.492016163334752,0.0
110037,Alto Alegre dos Parecis,RO,2020,Administração pública direta,13255.0,N,0.23281780460203697,,571661.2562939036,571661.2562939036,0.0,,,
110040,Alto Paraíso,RO,2020,Sociedade de economia mista com administração pública,21847.0,N,0.06367006911704125,,1816882.3004053002,952615.88396,0.0,0.0,0.0,0.0
110045,Buritis,RO,2020,Empresa privada,40356.0,N,0.10836059074239271,,7522876.889318557,6806283.783570804,251218.33146571682,20.512791406482307,15.322956189909801,0.0
110050,Novo Horizonte do Oeste,RO,2020,Sociedade de economia mista com administração pública,8329.0,N,0.32512906711489975,,446584.70526966994,320591.884025,0.0,4.239456117180934,0.0,0.0
110060,Cacaulândia,RO,2020,Sociedade de economia mista com administração pública,6269.0,N,0.1057584941776998,,12118378.957188578,2473298.220862713,9220717.03362501,4.972084862019461,4.972084862019461,0.0
110060,Cacaulândia,RO,2020,Administração pública direta,6269.0,N,,0.23927261126176425,12118378.957188578,2473298.220862713,9220717.03362501,,,
110070,Campo Novo de Rondônia,RO,2020,Administração pública direta,14266.0,N,0.2702229076125053,,0.0,0.0,0.0,,,
110080,Candeias do Jamari,RO,2020,Sociedade de economia mista com administração pública,27388.0,N,0.436432014020739,,5799031.149181518,227290.03074209567,0.0,0.0,0.0,0.0
110090,Castanheiras,RO,2020,Sociedade de economia mista com administração pública,2987.0,N,0.2537663207231336,,942963.3566578804,421643.3308493843,0.0,0.0,0.0,0.0
110092,Chupinguaia,RO,2020,Administração pública direta,11472.0,N,1.0,,0.0,0.0,0.0,,,
110094,Cujubim,RO,2020,Sociedade de economia mista com administração pública,26183.0,N,0.06206317075965321,,592003.8697834315,586225.15936,0.0,0.0,0.0,0.0
110100,Governador Jorge Teixeira,RO,2020,Administração pública direta,7445.0,N,0.031161853593015446,,0.0,0.0,0.0,,,
110120,Ministro Andreazza,RO,2020,Sociedade de economia mista com administração pública,9559.0,N,0.2819332566168009,,12930444.982613757,1967542.220004186,10962902.762609571,0.0,0.0,0.0
110130,Mirante da Serra,RO,2020,Sociedade de economia mista com administração pública,10818.0,N,0.24486966167498614,,0.0,0.0,0.0,0.0,0.0,0.0
110140,Monte Negro,RO,2020,Sociedade de economia mista com administração pública,16007.0,N,0.30068095208346346,,1332067.79972,0.0,1303618.95972,1.7772749422127818,0.0,0.0
110143,Nova União,RO,2020,Sociedade de economia mista com administração pública,6895.0,N,0.20217548948513417,,951783.46625,951783.46625,0.0,0.0,0.0,0.0
110145,Parecis,RO,2020,Sociedade de economia mista com administração pública,6198.0,N,0.24653113907712165,,899871.7732616,0.0,732781.4492,0.8648596321393998,0.0,0.0
110146,Pimenteiras do Oeste,RO,2020,Sociedade de economia mista com administração pública,2148.0,N,0.7607076350093109,,52852.91636,0.0,0.0,0.0,0.0,0.0
110148,São Felipe D Oeste,RO,2020,Sociedade de economia mista com administração pública,5066.0,N,0.39340702724042637,,328787.12188707996,320564.42304019124,0.0,0.0,0.0,0.0
110149,São Francisco do Guaporé,RO,2020,Administração pública direta,20681.0,N,0.0792998404332479,,0.0,0.0,0.0,,,
110150,Seringueiras,RO,2020,Sociedade de economia mista com administração pública,11851.0,N,0.2397266053497595,,1175168.9265253795,1024970.724254008,0.0,10.512024301746688,0.0,0.0
110155,Teixeirópolis,RO,2020,Sociedade de economia mista com administração pública,4233.0,N,0.11693834160170093,,0.0,0.0,0.0,0.0,0.0,0.0
110160,Theobroma,RO,2020,Sociedade de economia mista com administração pública,10395.0,N,0.1013949013949014,,0.0,0.0,0.0,0.0,0.0,0.0
110170,Urupá,RO,2020,Sociedade de economia mista com administração pública,11272.0,N,0.31281050390347764,,2382541.0970733,2367549.7970733,0.0,1.3299591909155428,0.0,0.0
110175,Vale do Anari,RO,2020,Sociedade de economia mista com administração pública,11377.0,N,0.09026984266502593,,816913.6712999331,652149.6859350001,0.0,0.0,0.0,0.0
110180,Vale do Paraíso,RO,2020,Sociedade de economia mista com administração pública,6656.0,N,0.107421875,,548447.1585536172,85885.98908500001,0.0,59.34495192307692,0.0,0.0
120001,Acrelândia,AC,2020,Autarquia,15490.0,N,0.3355713363460297,,7766732.291506224,6991049.282289828,446032.04140839574,26.232109748224662,26.232109748224662,0.0
120005,Assis Brasil,AC,2020,Autarquia,7534.0,N,0.686620653039554,,3977596.865074514,1491890.605360513,1103356.1037473944,0.0,0.0,0.0
120010,Brasiléia,AC,2020,Autarquia,26702.0,N,0.6190173020747509,,7042998.942713281,5174780.731099802,1044921.7475351358,13.747907647367239,13.747907647367239,0.0
120013,Bujari,AC,2020,Administração pública direta,10420.0,N,,0.014587332053742802,671885.6021385222,541883.5399456674,130002.06219285476,,,
120013,Bujari,AC,2020,Autarquia,10420.0,N,0.46900191938579655,,671885.6021385222,541883.5399456674,130002.06219285476,0.0,0.0,0.0
120017,Capixaba,AC,2020,Autarquia,12008.0,N,0.34943371085942704,,696934.9751423623,366973.7480090054,315584.0551000529,0.0,0.0,0.0
120020,Cruzeiro do Sul,AC,2020,Autarquia,89072.0,N,0.517783366265493,,15736563.50427932,14241519.721955772,197041.08995686498,0.0,0.0,0.0
120025,Epitaciolândia,AC,2020,Autarquia,18696.0,N,0.6292789901583227,,1309923.2012075372,923919.4345634094,357310.8846215715,0.0,0.0,0.0
120030,Feijó,AC,2020,Autarquia,34884.0,N,0.19246646026831785,,4533377.55332447,3537659.655715024,995298.3802297796,0.0,0.0,0.0
120032,Jordão,AC,2020,Autarquia,8473.0,N,0.4149651835241355,,19919731.167775005,12217430.208210912,7350761.49911232,51.1100283252685,51.1100283252685,0.0
120032,Jordão,AC,2020,Administração pública direta,8473.0,N,,0.14162634249970493,19919731.167775005,12217430.208210912,7350761.49911232,,,
120033,Mâncio Lima,AC,2020,Autarquia,19311.0,N,0.6335249339754544,,7869743.080927912,2324842.3696681587,5544900.711259753,0.0,0.0,0.0
120033,Mâncio Lima,AC,2020,Administração pública direta,19311.0,N,,0.575423333851173,7869743.080927912,2324842.3696681587,5544900.711259753,,,
120034,Manoel Urbano,AC,2020,Autarquia,9581.0,N,0.7126604738545037,,2471081.686904797,2209534.0988103556,261547.58809444107,0.0,0.0,0.0
120035,Marechal Thaumaturgo,AC,2020,Autarquia,19299.0,N,0.26364060314005905,,33340830.0261742,11180536.242581533,22152121.328480665,22.348857971915642,22.348857971915642,0.0
120038,Plácido de Castro,AC,2020,Administração pública direta,19955.0,N,,0.07597093460285642,5854418.460225335,3750330.3356963694,1700953.8371367662,,,
120038,Plácido de Castro,AC,2020,Autarquia,19955.0,N,0.4343773490353295,,5854418.460225335,3750330.3356963694,1700953.8371367662,27.221783512904032,0.0,27.221783512904032
120039,Porto Walter,AC,2020,Autarquia,12241.0,N,0.37014949759006616,,27525869.770271804,14785358.279054135,12734474.196455391,230.43832856792747,230.43832856792747,0.0
120040,Rio Branco,AC,2020,Autarquia,413418.0,N,0.531558858104872,0.2128789747906477,168525419.93713388,85530944.57289454,76156329.28945625,5.909527790275218,4.460541461668336,1.4489863286068823
120042,Rodrigues Alves,AC,2020,Autarquia,19351.0,N,0.304893803937781,,1799521.665763261,804843.7749803312,991526.9305513699,0.0,0.0,0.0
120043,Santa Rosa do Purus,AC,2020,Autarquia,6717.0,N,0.5160041685276165,,19497519.70325707,14928174.382371617,4195626.781793449,401.70554265297005,401.70554265297005,0.0
120045,Senador Guiomard,AC,2020,Autarquia,23236.0,N,0.2907126872095025,,2353904.91515231,715434.7383545683,1222512.214044542,0.0,0.0,0.0
120050,Sena Madureira,AC,2020,Autarquia,46511.0,N,0.3404355958805444,,9109112.641861139,7505587.157897853,845219.5300218826,0.0,0.0,0.0
120060,Tarauacá,AC,2020,Autarquia,43151.0,N,0.35002665059905913,,4121602.407795766,2234848.804707838,1880716.30832565,0.0,0.0,0.0
120070,Xapuri,AC,2020,Autarquia,19596.0,N,0.520871606450296,,1522167.3454343763,283481.6150509011,1238685.730383475,0.0,0.0,0.0
120080,Porto Acre,AC,2020,Autarquia,18824.0,N,0.20718232044198895,,8853524.67707435,7122364.0778947035,1731160.599179647,0.0,0.0,0.0
130002,Alvarães,AM,2020,Administração pública direta,16220.0,N,,0.5598643649815043,259078.1436202433,165584.98293952394,0.0,,,
130002,Alvarães,AM,2020,Sociedade de economia mista com administração pública,16220.0,N,0.16757090012330456,,259078.1436202433,165584.98293952394,0.0,2.033393958076449,0.9931744759556104,0.0
130008,Anamã,AM,2020,Administração pública direta,13956.0,N,0.4086414445399828,,0.0,0.0,0.0,,,
130010,Anori,AM,2020,Administração pública direta,21477.0,N,0.6621967686362155,0.27936862690319875,0.0,0.0,0.0,,,
130020,Atalaia do Norte,AM,2020,Sociedade de economia mista com administração pública,20398.0,N,0.39592116874203354,,54139.02,43544.19,0.0,2.6541337386018236,2.1347284047455632,0.0
130030,Autazes,AM,2020,Sociedade de economia mista com administração pública,40290.0,N,0.26209977661950856,,688153.0530446714,591299.7889258226,0.0,0.33788433854554484,0.0,0.0
130050,Barreirinha,AM,2020,Administração pública direta,32483.0,N,1.0,,0.0,0.0,0.0,,,
130060,Benjamin Constant,AM,2020,Sociedade de economia mista com administração pública,43935.0,N,0.4658245134858313,,620266.181648616,504421.88673777017,0.0,0.30981950608853986,0.22803141003755548,0.0
130068,Boa Vista do Ramos,AM,2020,Autarquia,19626.0,N,0.5040252725975747,,10166.89,0.0,0.0,0.5180316926526036,0.0,0.0
130080,Borba,AM,2020,Administração pública direta,41748.0,N,0.9868975759317812,,0.0,0.0,0.0,,,
130090,Canutama,AM,2020,Administração pública direta,15807.0,N,0.7106345290061366,,0.0,0.0,0.0,,,
130100,Carauari,AM,2020,Sociedade de economia mista com administração pública,28508.0,N,1.0,,1559365.2341020103,1415178.381981347,0.0,1.2562017679247932,0.7204798653009681,0.0
130100,Carauari,AM,2020,Administração pública direta,28508.0,N,,0.21046723726673214,1559365.2341020103,1415178.381981347,0.0,,,
130115,Careiro da Várzea,AM,2020,Sociedade de economia mista com administração pública,30846.0,N,0.08830966737988719,,467145.82696947624,433424.2320790991,0.0,0.6873708098294754,0.16239642092978018,0.0
130120,Coari,AM,2020,Administração pública direta,85910.0,N,0.12005587242463042,,0.0,0.0,0.0,,,
130130,Codajás,AM,2020,Sociedade de economia mista com administração pública,29168.0,N,0.5099424026330225,,658177.5919492366,465264.10148813494,0.0,2.0163463384530993,1.060766250685683,0.0
130140,Eirunepé,AM,2020,Sociedade de economia mista com administração pública,35700.0,N,0.6003361344537815,,810178.6217938389,696411.136267202,0.0,0.4087775910364146,0.0,0.0
130150,Envira,AM,2020,Administração pública direta,20393.0,N,0.6122689158044426,,0.0,0.0,0.0,,,
130165,Guajará,AM,2020,Administração pública direta,16937.0,N,0.7496605065832201,0.06010509535336837,0.0,0.0,0.0,,,
130170,Humaitá,AM,2020,Autarquia,56144.0,N,0.7058634938728983,,181716.582264,181716.582264,0.0,0.0,0.0,0.0
130180,Ipixuna,AM,2020,Administração pública direta,30436.0,N,0.8808976212380076,0.0032855828623997896,0.0,0.0,0.0,,,
130190,Itacoatiara,AM,2020,Autarquia,102701.0,N,0.6697111031051304,,356017.4293166207,316513.8244766207,0.0,,,
130195,Itamarati,AM,2020,Sociedade de economia mista com administração pública,7814.0,N,0.3900691067315076,,759633.0680228756,731207.3893925904,0.0,1.6243102124392117,0.0,0.0
130220,Juruá,AM,2020,Sociedade de economia mista com administração pública,15106.0,N,0.6728452270620945,,328634.0153876857,218138.37388002302,0.0,1.6742307692307692,0.6632179266516616,0.0
130240,Lábrea,AM,2020,Administração pública direta,46882.0,N,0.6185742929055927,,0.0,0.0,0.0,,,
130250,Manacapuru,AM,2020,Autarquia,98502.0,N,0.7207975472579237,,908582.91132,908582.91132,0.0,0.0,0.0,0.0
130255,Manaquiri,AM,2020,Sociedade de economia mista com administração pública,33049.0,N,0.2917486156918515,,532004.5125134927,430939.90576703683,0.0,0.10872825198947018,0.0,0.0
130260,Manaus,AM,2020,Empresa privada,2219580.0,N,0.9750331143729895,0.21948206417430324,1147400386.2201777,669170146.404121,164048890.17908758,60.20575259283288,50.235043156813454,3.6986436758305627
130270,Manicoré,AM,2020,Administração pública direta,56583.0,N,0.45050633582524785,,0.0,0.0,0.0,,,
130290,Maués,AM,2020,Autarquia,65040.0,N,0.49452644526445266,0.11316113161131611,683963.3911857271,0.0,0.0,2.7743580873308735,0.0,0.0
130300,Nhamundá,AM,2020,Administração pública direta,21443.0,N,0.5596231870540502,,0.0,0.0,0.0,,,
130310,Nova Olinda do Norte,AM,2020,Sociedade de economia mista com administração pública,38026.0,N,0.5915426287277126,,75718.95,59607.59,0.0,1.991241518960711,1.567548256456109,0.0
130320,Novo Airão,AM,2020,Administração pública direta,19928.0,N,0.9148936170212766,,0.0,0.0,0.0,,,
130330,Novo Aripuanã,AM,2020,Administração pública direta,26046.0,N,1.0,,0.0,0.0,0.0,,,
130340,Parintins,AM,2020,Autarquia,115363.0,N,0.9708485389596317,,0.0,0.0,0.0,0.0,0.0,0.0
130353,Presidente Figueiredo,AM,2020,Autarquia,37193.0,N,0.42206866883553357,0.1344338988519345,26048.182174712398,0.0,0.0,0.0,0.0,0.0
130356,Rio Preto da Eva,AM,2020,Autarquia,34106.0,N,0.47454993256318534,,0.0,0.0,0.0,0.0,0.0,0.0
130360,Santa Isabel do Rio Negro,AM,2020,Administração pública direta,25865.0,N,0.377807848443843,,0.0,0.0,0.0,,,
130390,São Paulo de Olivença,AM,2020,Sociedade de economia mista com administração pública,40073.0,N,0.3440720684750331,,622244.0930879295,516785.99347719894,0.0,1.057476355650937,0.6933069647892596,0.0
130395,São Sebastião do Uatumã,AM,2020,Autarquia,14352.0,N,0.9535256410256411,,5141275.334859195,5141275.334859195,0.0,0.0,0.0,0.0
130400,Silves,AM,2020,Administração pública direta,9230.0,N,0.9936078006500542,,30297.93662,30297.93662,0.0,,,
130406,Tabatinga,AM,2020,Sociedade de economia mista com administração pública,67182.0,N,0.40725194248459406,,374564.28526661656,258307.60592394302,0.0,0.01508380220892501,0.0,0.0
130420,Tefé,AM,2020,Autarquia,59547.0,N,0.8147513728651318,,0.0,0.0,0.0,,,
130430,Urucará,AM,2020,Autarquia,16130.0,N,1.0,,8905291.57051406,5605654.143083309,0.0,46.95732734035958,16.86808617482951,0.0
130440,Urucurituba,AM,2020,Administração pública direta,23585.0,N,0.8027135891456434,,0.0,0.0,0.0,,,
140002,Amajari,RR,2020,Sociedade de economia mista com administração pública,13185.0,N,0.22533181645809633,,0.0,0.0,0.0,,,
140005,Alto Alegre,RR,2020,Sociedade de economia mista com administração pública,15380.0,N,0.39466840052015606,,0.0,0.0,0.0,,,
140010,Boa Vista,RR,2020,Sociedade de economia mista com administração pública,419652.0,N,0.977021436809547,0.8800244011704936,169022187.86060083,4911921.581024494,152797856.63131294,,,
140015,Bonfim,RR,2020,Administração pública direta,12557.0,N,,0.25165246476069125,2819052.4126328137,2819052.4126328137,0.0,,,
140015,Bonfim,RR,2020,Sociedade de economia mista com administração pública,12557.0,N,0.5182766584375249,,2819052.4126328137,2819052.4126328137,0.0,,,
140017,Cantá,RR,2020,Sociedade de economia mista com administração pública,18799.0,N,0.4947071652747487,,0.0,0.0,0.0,,,
140020,Caracaraí,RR,2020,Administração pública direta,22283.0,N,,0.5150563209621685,0.0,0.0,0.0,,,
140020,Caracaraí,RR,2020,Sociedade de economia mista com administração pública,22283.0,N,0.7234214423551586,,0.0,0.0,0.0,,,
140023,Caroebe,RR,2020,Sociedade de economia mista com administração pública,10383.0,N,0.4861793315997303,,0.0,0.0,0.0,,,
140028,Iracema,RR,2020,Sociedade de economia mista com administração pública,12296.0,N,0.5169160702667535,,0.0,0.0,0.0,,,
140028,Iracema,RR,2020,Administração pública direta,12296.0,N,,0.29123292127521144,0.0,0.0,0.0,,,
140030,Mucajaí,RR,2020,Administração pública direta,18172.0,N,,0.5934404578472375,820016.7303085743,820016.7303085743,0.0,,,
140030,Mucajaí,RR,2020,Sociedade de economia mista com administração pública,18172.0,N,0.6669601584855822,,820016.7303085743,820016.7303085743,0.0,,,
140040,Normandia,RR,2020,Sociedade de economia mista com administração pública,11532.0,N,0.32700312174817897,,0.0,0.0,0.0,,,
140045,Pacaraima,RR,2020,Sociedade de economia mista com administração pública,18913.0,N,0.4326653624491091,,0.0,0.0,0.0,,,
140047,Rorainópolis,RR,2020,Sociedade de economia mista com administração pública,30782.0,N,0.5366772789292443,,0.0,0.0,0.0,,,
140047,Rorainópolis,RR,2020,Administração pública direta,30782.0,N,,0.032811383275940485,0.0,0.0,0.0,,,
140050,São João da Baliza,RR,2020,Sociedade de economia mista com administração pública,8348.0,N,0.6813608049832295,,0.0,0.0,0.0,,,
140060,São Luiz,RR,2020,Sociedade de economia mista com administração pública,8110.0,N,0.8080147965474722,,1141281.68549153,1141281.68549153,0.0,,,
140070,Uiramutã,RR,2020,Sociedade de economia mista com administração pública,10789.0,N,0.13041060339234406,,0.0,0.0,0.0,,,
150010,Abaetetuba,PA,2020,Sociedade de economia mista com administração pública,159080.0,N,0.13075182298214735,,0.0,0.0,0.0,0.0,0.0,0.0
150013,Abel Figueiredo,PA,2020,Empresa privada,7486.0,N,0.8899278653486508,,114576.43072350102,114576.43072350102,0.0,,,
150030,Afuá,PA,2020,Sociedade de economia mista com administração pública,39567.0,N,0.12889529153082113,,0.0,0.0,0.0,0.0,0.0,0.0
150040,Alenquer,PA,2020,Sociedade de economia mista com administração pública,57092.0,N,0.1338541301758565,,3349816.9845739887,3325189.314353989,0.0,0.0,0.0,0.0
150050,Almeirim,PA,2020,Autarquia,34076.0,N,0.8216926869350862,,0.0,0.0,0.0,0.0,0.0,0.0
150060,Altamira,PA,2020,Administração pública direta,115969.0,N,0.3199820641723219,0.3199820641723219,5549369.918660206,3737878.235386531,0.0,,,
150070,Anajás,PA,2020,Sociedade de economia mista com administração pública,29688.0,N,0.05507275666936136,,0.0,0.0,0.0,0.0,0.0,0.0
150080,Ananindeua,PA,2020,Sociedade de economia mista com administração pública,535547.0,N,0.3379722041202733,0.023799965269154715,82787557.59430777,74742886.62699822,0.0,33.09129320115695,30.564941340349215,0.0
150080,Ananindeua,PA,2020,Administração pública direta,535547.0,N,,0.27800921301024933,82787557.59430777,74742886.62699822,0.0,,,
150090,Augusto Corrêa,PA,2020,Sociedade de economia mista com administração pública,46471.0,N,0.0489122248283876,,0.0,0.0,0.0,0.0,0.0,0.0
150100,Aveiro,PA,2020,Administração pública direta,16404.0,N,0.3507071445988783,,0.0,0.0,0.0,,,
150110,Bagre,PA,2020,Administração pública direta,31325.0,N,0.44673583399840383,,0.0,0.0,0.0,,,
150120,Baião,PA,2020,Administração pública direta,48459.0,N,0.6514785695123713,,0.0,0.0,0.0,,,
150130,Barcarena,PA,2020,Empresa privada,127027.0,N,0.3634817794642084,0.11361364119439174,17990715.655174118,11680062.846983824,2455434.917395802,57.24521463940737,30.582940792115064,10.143906256150267
150140,Belém,PA,2020,Sociedade de economia mista com administração pública,1499641.0,N,0.7340663532138691,0.1714043561092288,649626609.1954287,574914639.9098736,36802172.05788375,157.5869873589746,129.3350622915751,16.73743474604922
150145,Belterra,PA,2020,Administração pública direta,17839.0,N,0.6815404450922137,,0.0,0.0,0.0,,,
150150,Benevides,PA,2020,Administração pública direta,63768.0,N,0.8001819094216535,,0.0,0.0,0.0,,,
150157,Bom Jesus do Tocantins,PA,2020,Empresa privada,17118.0,N,0.5323635938777894,,723274.9520206462,671888.1616603462,0.0,6.934315340577171,6.811631031662578,0.0
150170,Bragança,PA,2020,Sociedade de economia mista com administração pública,128914.0,N,0.13585801386971158,,0.0,0.0,0.0,0.0,0.0,0.0
150172,Brasil Novo,PA,2020,Administração pública direta,14983.0,N,0.9154374958286058,,0.0,0.0,0.0,,,
150175,Brejo Grande do Araguaia,PA,2020,Administração pública direta,7368.0,N,1.0,,0.0,0.0,0.0,,,
150178,Breu Branco,PA,2020,Sociedade de economia mista com administração pública,67332.0,N,0.0740806748648488,,0.0,0.0,0.0,0.0,0.0,0.0
150180,Breves,PA,2020,Sociedade de economia mista com administração pública,103497.0,N,0.24818110669874488,,16690986.40544378,15922278.899919897,0.0,42.25629602790419,41.648394349594675,0.0
150195,Cachoeira do Piriá,PA,2020,Administração pública direta,34609.0,N,0.4196307318905487,,0.0,0.0,0.0,,,
150200,Cachoeira do Arari,PA,2020,Sociedade de economia mista com administração pública,24064.0,N,0.1168966090425532,,0.0,0.0,0.0,0.0,0.0,0.0
150210,Cametá,PA,2020,Autarquia,139364.0,N,0.9786601991906088,,969584.6255258332,876820.7001632332,0.0,1.2980497115467409,0.6465084239832382,0.0
150215,Canaã dos Carajás,PA,2020,Autarquia,38103.0,N,0.7758181770464267,0.6561163163005538,9778043.918837627,7489017.816983958,1948083.4155570215,0.0,0.0,0.0
150220,Capanema,PA,2020,Sociedade de economia mista com administração pública,69431.0,N,0.1270469962984834,,0.0,0.0,0.0,0.0,0.0,0.0
150230,Capitão Poço,PA,2020,Sociedade de economia mista com administração pública,54425.0,N,0.19511254019292604,,0.0,0.0,0.0,0.0,0.0,0.0
150240,Castanhal,PA,2020,Sociedade de economia mista com administração pública,203251.0,N,0.2159890972246139,0.007266876915734732,32680429.047554057,32033016.934736677,0.0,100.26560750008609,98.11983045593871,0.0
150270,Conceição do Araguaia,PA,2020,Sociedade de economia mista com administração pública,47991.0,N,0.4709216311391719,,0.0,0.0,0.0,0.0,0.0,0.0
150275,Concórdia do Pará,PA,2020,Administração pública direta,33781.0,N,0.5950090287439685,,0.0,0.0,0.0,,,
150276,Cumaru do Norte,PA,2020,Administração pública direta,13761.0,N,0.2886418138216699,,0.0,0.0,0.0,,,
150277,Curionópolis,PA,2020,Empresa privada,17846.0,N,0.6757256528073518,,6613854.149173494,6323876.987537086,1802.2739540514501,32.401957861705704,31.648570548021965,0.024429003698307743
150280,Curralinho,PA,2020,Administração pública direta,34994.0,N,0.2605589529633652,,0.0,0.0,0.0,,,
150285,Curuá,PA,2020,Administração pública direta,14587.0,N,0.47178994995543977,,0.0,0.0,0.0,,,
150290,Curuçá,PA,2020,Administração pública direta,40584.0,N,0.9999014389907352,,0.0,0.0,0.0,,,
150293,Dom Eliseu,PA,2020,Autarquia,60469.0,N,0.626932808546528,,13102333.13144904,12650331.379082717,0.0,,,
